sku,year,make,model,body_trim,engine_transmission,id
PT34742190,2023,Toyota,RAV4 Prime,"SE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - PLUG-IN HYBRID EV-GAS (PH",40700
PT34742190,2022,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",40701
PT34748140,2023,Toyota,Highlander,"Hybrid Bronze Edition, Hybrid LE, Hybrid Limited, Hybrid Platinum, Hybrid XLE, L, LE, Limited, Platinum, XLE, XSE","2.4L L4 - Gas, 2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40727
PT34748140,2022,Toyota,Highlander,"Hybrid Bronze Edition, Hybrid LE, Hybrid Limited, Hybrid Platinum, Hybrid XLE, L, LE, Limited, Platinum, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40728
PT34748140,2021,Toyota,Highlander,"Hybrid LE, Hybrid Limited, Hybrid Platinum, Hybrid XLE, L, LE, Limited, Platinum, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40729
PT34748140,2020,Toyota,Highlander,"Hybrid LE, Hybrid Limited, Hybrid Platinum, Hybrid XLE, L, LE, Limited, Platinum, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40730
PT34748140,2019,Toyota,Highlander,"Hybrid LE, Hybrid Limited, Hybrid Limited Platinum, Hybrid XLE, LE, LE Plus, Limited, Limited Platinum, SE, XLE","2.7L L4 - Gas, 3.5L V6 - Electric/Gas, 3.5L V6 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40731
PT34748140,2018,Toyota,Highlander,"Hybrid LE, Hybrid Limited, Hybrid XLE, LE, LE Plus, Limited, SE, XLE","2.7L L4 - Gas, 3.5L V6 - Electric/Gas, 3.5L V6 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40732
PT34748140,2017,Toyota,Highlander,"Hybrid LE, Hybrid Limited, Hybrid XLE, LE, LE Plus, Limited, SE, XLE","2.7L L4 - Gas, 3.5L V6 - Electric/Gas, 3.5L V6 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40733
PT34748140,2016,Toyota,Highlander,"Hybrid Limited, LE, LE Plus, Limited, XLE","2.7L L4 - Gas, 3.5L V6 - Electric/Gas, 3.5L V6 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40734
PT34748140,2015,Toyota,Highlander,"Hybrid Limited, LE, LE Plus, Limited, XLE","2.7L L4 - Gas, 3.5L V6 - Electric/Gas, 3.5L V6 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40736
PT34748140,2014,Toyota,Highlander,"Hybrid Limited, LE, LE Plus, Limited, XLE","2.7L L4 - Gas, 3.5L V6 - Electric/Gas, 3.5L V6 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",40737
PT90802145,2019,Toyota,Corolla,"L, LE, LE Eco, SE, XLE, XSE","1.8L L4 - Gas, 2.0L L4 - Gas",42357
PT90802145,2018,Toyota,Corolla,"L, LE, LE Eco, SE, XLE, XSE",1.8L L4 - Gas,42358
PT90802145,2017,Toyota,Corolla,"50th Anniversary Special Edition, L, LE, LE Eco, SE, XLE, XSE",1.8L L4 - Gas,42359
PT90802145,2016,Toyota,Corolla,"L, LE, LE Eco, S, Special Edition",1.8L L4 - Gas,42360
PT90802145,2015,Toyota,Corolla,"L, LE, LE Eco, S",1.8L L4 - Gas,42361
PT90802145,2014,Toyota,Corolla,"L, LE, LE Eco, Le Eco Plus, S",1.8L L4 - Gas,42362
PT93835242,null,null,null,null,null,41196
PT93835242,null,null,null,null,null,43091
PT20608216,2025,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,40283
PT20608216,2024,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,40284
PT20608216,2023,Toyota,Sienna,"25th Anniversary Edition, LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40285
PT20608216,2022,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40286
PT20608216,2021,Toyota,Sienna,"LE, Limited, Platinum, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40287
PT20608217,2024,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,40289
PT20608217,2023,Toyota,Sienna,"25th Anniversary Edition, LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40290
PT20608217,2022,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",40291
PT20608217,2025,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,40288
PT90842135,2018,Toyota,RAV4,"Adventure, Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42379
PT90842135,2017,Toyota,RAV4,"Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42380
PT90842135,2016,Toyota,RAV4,"Hybrid Limited, Hybrid XLE, LE, Limited, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42381
PT90842135,2015,Toyota,RAV4,"LE, Limited, XLE",2.5L L4 - Gas,42382
PT90842135,2014,Toyota,RAV4,"EV, LE, Limited, XLE","2.5L L4 - Gas, Electric",42383
PT90842135,2013,Toyota,RAV4,"EV, LE, Limited, XLE","2.5L L4 - Gas, Electric",42384
PT9084723620,2024,Toyota,Prius,"LE, Limited, XLE",2.0L L4 - Electric/Gas,42340
PT92408211,2025,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,42481
PT92408211,2024,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE",2.5L L4 - Electric/Gas,42482
PT92408211,2023,Toyota,Sienna,"25th Anniversary Edition, LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",49604
PT92408211,2022,Toyota,Sienna,"LE, Limited, Platinum, Woodland Edition, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",42488
PT92408211,2021,Toyota,Sienna,"LE, Limited, Platinum, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV)",42489
PT9190C23020,2024,Toyota,Sequoia,"Capstone, Limited, Platinum, SR5, TRD Pro",3.4L V6 - Electric/Gas,42457
PT9191622020,2024,Toyota,Corolla Cross,"L, LE, XLE",2.0L L4 - Gas,42458
PT9194716120,2017,Toyota,Prius,"Four, Four Touring, One, Three, Three Touring, Two, Two Eco","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV)",42474
PT9194716120,2021,Toyota,Prius,"2020 Edition, L Eco, LE, Limited, XLE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV)",42470
PT9194716120,2020,Toyota,Prius,"Base, L Eco, LE, Limited, XLE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV)",42471
PT9194716120,2019,Toyota,Prius,"L Eco, LE, Limited, XLE","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV)",42472
PT9194716120,2018,Toyota,Prius,"Four, Four Touring, One, Three, Three Touring, Two, Two Eco","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV)",42473
PT9194716120,2016,Toyota,Prius,"Four, Four Touring, Three, Three Touring, Two, Two Eco","1.8L L4 - Electric/Gas, 1.8L L4 - FULL HYBRID EV-GAS (FHEV)",42475
PT9264820120,2022,Toyota,Highlander,"Hybrid Bronze Edition, Hybrid LE, Hybrid Limited, Hybrid Platinum, Hybrid XLE, L, LE, Limited, Platinum, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",42532
PT9264820120,2021,Toyota,Highlander,"Hybrid LE, Hybrid Limited, Hybrid Platinum, Hybrid XLE, L, LE, Limited, Platinum, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 3.5L V6 - Gas",42538
PT9080C23520,2024,Toyota,Sequoia,"Capstone, Limited, Platinum, SR5, TRD Pro",3.4L V6 - Electric/Gas,39480
PT73835240,2024,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Sport","2.4L L4 - Electric/Gas, 2.4L L4 - Gas",42128
PT97134231,2025,Toyota,Sequoia,"1794 Edition, Capstone, Limited, Platinum, SR5, TRD Pro",3.4L V6 - Electric/Gas,43654
PT97134231,2024,Toyota,Sequoia,"Capstone, Limited, Platinum, SR5, TRD Pro",3.4L V6 - Electric/Gas,43655
PT97134231,2024,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",43656
PT97134231,2023,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",43657
PT97134231,2022,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",43658
PK38916N00TR,null,null,null,null,null,40172
PK38916N00TR,null,null,null,null,null,47126
PK38916P00TP,null,null,null,null,null,40173
PK38916P00TP,null,null,null,null,null,47127
PT2061623020,null,null,null,null,null,40304
PT2061623020,null,null,null,null,null,47262
PT97235200,2023,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail Special Edition","2.7L L4 - Gas, 3.5L V6 - Gas",43703
PT97235200,2022,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",43704
PT9080214220,2017,Toyota,Corolla,"50th Anniversary Special Edition, L, LE, LE Eco, SE, XLE, XSE",1.8L L4 - Gas,42353
PT9080214220,2016,Toyota,Corolla,"L, LE, LE Eco, S, Special Edition",1.8L L4 - Gas,42354
PT9080214220,2015,Toyota,Corolla,"L, LE, LE Eco, S",1.8L L4 - Gas,42355
PT9080214220,2014,Toyota,Corolla,"L, LE, LE Eco, Le Eco Plus, S",1.8L L4 - Gas,42356
PT9191623020,null,null,null,null,null,42440
PT9191623020,null,null,null,null,null,49512
PT9360220012,2024,Toyota,Corolla,"LE, Nightshade, SE, XSE",2.0L L4 - Gas,42644
PT9363422108,2022,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42785
PT9363422111,2022,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42786
PT9363517103,2023,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail Special Edition","2.7L L4 - Gas, 3.5L V6 - Gas",42803
PT9363517103,2022,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42804
PT9363517103,2021,Toyota,Tacoma,"Limited, Nightshade, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail","2.7L L4 - Gas, 3.5L V6 - Gas",42805
PT9363517103,2020,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42806
PT9363517103,2019,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42807
PT9363517103,2018,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42808
PT9363517128,2023,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail Special Edition","2.7L L4 - Gas, 3.5L V6 - Gas",36087
PT9363517128,2022,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42828
PT9364723002,2024,Toyota,Prius,"LE, Limited, XLE",2.0L L4 - Electric/Gas,43013
PT9364723002,2024,Toyota,Prius Prime,"SE, XSE, XSE Premium",2.0L L4 - Electric/Gas,43014
PT9360220031,2025,Toyota,Corolla,"Nightshade, SE, XSE",2.0L L4 - Gas,42660
PT9360220031,2024,Toyota,Corolla,"Hybrid LE, Hybrid Nightshade, Hybrid SE, Hybrid XLE, LE, Nightshade, SE, XSE","1.8L L4 - Electric/Gas, 2.0L L4 - Gas",42661
PT9360318131,2024,Toyota,Camry,"Hybrid LE, Hybrid SE, Hybrid SE Nightshade, Hybrid XLE, Hybrid XSE, LE, SE, SE Nightshade, TRD, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - Gas, 3.5L V6 - Gas",42689
PT9360318131,2023,Toyota,Camry,"Hybrid LE, Hybrid SE, Hybrid SE Nightshade, Hybrid XLE, Hybrid XSE, LE, SE, SE Nightshade, TRD, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas, 3.5L V6 - Gas",42690
PT9360318131,2022,Toyota,Camry,"Hybrid LE, Hybrid SE, Hybrid SE Nightshade, Hybrid XLE, Hybrid XSE, LE, SE, SE Nightshade, TRD, XLE, XSE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas, 3.5L V6 - Gas",42691
PT9363422116,2024,Toyota,Tundra,"Limited, SR5","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",42788
PT9363422116,2023,Toyota,Tundra,"Limited, SR5","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42789
PT9363422116,2022,Toyota,Tundra,"Limited, SR5","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42790
PT9363517121,2023,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail Special Edition","2.7L L4 - Gas, 3.5L V6 - Gas",42822
PT9363517121,2022,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42823
PT9363422102,2022,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42781
PT9363422202,2025,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",42791
PT9363422202,2024,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",42792
PT9363422202,2023,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42793
PT9363517111,2022,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42816
PT9363517111,2021,Toyota,Tacoma,"Limited, Nightshade, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail","2.7L L4 - Gas, 3.5L V6 - Gas",42817
PT9363517111,2020,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42818
PT9363517111,2019,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42819
PT9363517111,2018,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42820
PT9363517111,2023,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail Special Edition","2.7L L4 - Gas, 3.5L V6 - Gas",42815
PT9363517126,2021,Toyota,Tacoma,"Limited, Nightshade, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail","2.7L L4 - Gas, 3.5L V6 - Gas",42824
PT9364219102,2021,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42928
PT9364219102,2020,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42929
PT9364219102,2024,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid Woodland Edition, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - Gas",42925
PT9364219102,2023,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid Woodland Edition, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42926
PT9364219102,2022,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid SE, Hybrid XLE, Hybrid XLE Premium, Hybrid XSE, LE, Limited, TRD Off-Road, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42927
PT9364219102,2019,Toyota,RAV4,"Adventure, Hybrid LE, Hybrid Limited, Hybrid XLE, Hybrid XSE, LE, Limited, XLE, XLE Premium","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42930
PT9363422100,2024,Toyota,Tundra,"Limited, SR, SR5","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",42774
PT9363422100,2023,Toyota,Tundra,"Limited, SR, SR5","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42775
PT9363422100,2022,Toyota,Tundra,"Limited, SR, SR5","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42776
PT9363422103,2022,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42782
PT9363422104,2022,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42783
PT9363517110,2023,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail Special Edition","2.7L L4 - Gas, 3.5L V6 - Gas",42809
PT9363517110,2022,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42810
PT9363517110,2021,Toyota,Tacoma,"Limited, Nightshade, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail","2.7L L4 - Gas, 3.5L V6 - Gas",42811
PT9363517110,2020,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42812
PT9363517110,2019,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42813
PT9363517110,2018,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42814
PT9364217003,2018,Toyota,RAV4,"Adventure, Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42860
PT9363422110,2022,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",33895
PT9363422203,2025,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",42794
PT9363422203,2024,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",42795
PT9363422203,2023,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42796
PT9364217002,2018,Toyota,RAV4,"Adventure, Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42859
PT9364723003,2024,Toyota,Prius,"LE, Limited, XLE",2.0L L4 - Electric/Gas,43015
PT9364723003,2024,Toyota,Prius Prime,"SE, XSE, XSE Premium",2.0L L4 - Electric/Gas,43016
PT9364723011,2024,Toyota,Prius,"LE, Limited, XLE",2.0L L4 - Electric/Gas,43019
PT9364723011,2024,Toyota,Prius Prime,"SE, XSE, XSE Premium",2.0L L4 - Electric/Gas,43020
PT9360811020,2020,Toyota,Sienna,"L, LE, Limited, Limited Premium, SE, SE Premium, XLE, XLE Premium",3.5L V6 - Gas,42740
PT9360811020,2019,Toyota,Sienna,"L, LE, Limited, Limited Premium, SE, SE Premium, XLE, XLE Premium",3.5L V6 - Gas,42741
PT9360811020,2018,Toyota,Sienna,"L, LE, Limited, Limited Premium, SE, SE Premium, XLE, XLE Premium",3.5L V6 - Gas,42742
PT9360811020,2017,Toyota,Sienna,"L, LE, Limited, SE, XLE",3.5L V6 - Gas,42743
PT9360811020,2016,Toyota,Sienna,"L, LE, Limited, SE, XLE",3.5L V6 - Gas,42744
PT9360811020,2015,Toyota,Sienna,"L, LE, Limited, SE, XLE",3.5L V6 - Gas,42745
PT9360811020,2014,Toyota,Sienna,"L, LE, Limited, SE, XLE",3.5L V6 - Gas,42746
PT9360811020,2013,Toyota,Sienna,"Base, L, LE, Limited, SE, XLE",3.5L V6 - Gas,42747
PT9360811020,2012,Toyota,Sienna,"Base, LE, Limited, SE, XLE","2.7L L4 - Gas, 3.5L V6 - Gas",42748
PT9360811020,2011,Toyota,Sienna,"Base, LE, Limited, SE, XLE","2.7L L4 - Gas, 3.5L V6 - Gas",42749
PT9363422210,2025,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",42797
PT9363422210,2024,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas",42798
PT9363422210,2023,Toyota,Tundra,"1794 Edition, Capstone, Limited, Platinum, SR, SR5, TRD Pro","3.4L V6 - Electric/Gas, 3.4L V6 - Gas, 3.5L V6 - Gas, 3.5L V6 - MILD HYBRID EV-GAS (MHEV)",42799
PT9363517100,2023,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail Special Edition","2.7L L4 - Gas, 3.5L V6 - Gas",42800
PT9363517100,2022,Toyota,Tacoma,"Limited, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport","2.7L L4 - Gas, 3.5L V6 - Gas",42801
PT9363517100,2021,Toyota,Tacoma,"Limited, Nightshade, SR, SR5, TRD Off-Road, TRD Pro, TRD Sport, Trail","2.7L L4 - Gas, 3.5L V6 - Gas",42802
PT9360214003,2014,Toyota,Corolla,"L, LE, LE Eco, Le Eco Plus, S",1.8L L4 - Gas,42610
PT9360214003,2019,Toyota,Corolla,"L, LE, LE Eco, SE, XLE, XSE","1.8L L4 - Gas, 2.0L L4 - Gas",42605
PT9360214003,2018,Toyota,Corolla,"L, LE, LE Eco, SE, XLE, XSE",1.8L L4 - Gas,42606
PT9360214003,2017,Toyota,Corolla,"50th Anniversary Special Edition, L, LE, LE Eco, SE, XLE, XSE",1.8L L4 - Gas,42607
PT9360214003,2016,Toyota,Corolla,"L, LE, LE Eco, S, Special Edition",1.8L L4 - Gas,42608
PT9360214003,2015,Toyota,Corolla,"L, LE, LE Eco, S",1.8L L4 - Gas,42609
PT9364213002,2018,Toyota,RAV4,"Adventure, Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",36098
PT9364213002,2017,Toyota,RAV4,"Hybrid Limited, Hybrid SE, Hybrid XLE, LE, Limited, Platinum, SE, XLE","2.5L L4 - Electric/Gas, 2.5L L4 - FULL HYBRID EV-GAS (FHEV), 2.5L L4 - Gas",42836
